,review_id,business_id,user_id,stars,blob_polarity,review,label
226525,DxY1hQXc5EE8FWwRTX4ONg,FCJHirFzEtj4M1VcuaKieg,-7LfdqX286W8zJ01ljY_SQ,4,-0.155555556,there are reading stations located throughout to sit down and relax for a bit,
226526,DxY1hQXc5EE8FWwRTX4ONg,FCJHirFzEtj4M1VcuaKieg,-7LfdqX286W8zJ01ljY_SQ,4,0.166666667,the admission is $11 per person for ages 1 year and older,
226527,DxY1hQXc5EE8FWwRTX4ONg,FCJHirFzEtj4M1VcuaKieg,-7LfdqX286W8zJ01ljY_SQ,4,0.0375,you can head to any phx library and ask for a culture pass to receive 2 free admissions - you check these out like you would a  book or other media- due back in a week,
226528,DxY1hQXc5EE8FWwRTX4ONg,FCJHirFzEtj4M1VcuaKieg,-7LfdqX286W8zJ01ljY_SQ,4,0.425,"side note: there are culture passes for many cool places in phx including art museum, desert botanical, the zoo, etc",
226529,DxY1hQXc5EE8FWwRTX4ONg,FCJHirFzEtj4M1VcuaKieg,-7LfdqX286W8zJ01ljY_SQ,4,0.0675,during the hot months i can see this place being packed to the gills as it's indoors and offers endless hours of fun for the little ones,
226530,DxY1hQXc5EE8FWwRTX4ONg,FCJHirFzEtj4M1VcuaKieg,-7LfdqX286W8zJ01ljY_SQ,4,0.525,and the best part? long naps when you get home and free time for the parents!!,
226531,AbS54DB8-DUitOTzMabFiw,FCJHirFzEtj4M1VcuaKieg,fMj52DIjERv2kB2rtCjhzA,5,0.178571429,i have been to several children's museum across the country and this one is something special,
226532,AbS54DB8-DUitOTzMabFiw,FCJHirFzEtj4M1VcuaKieg,fMj52DIjERv2kB2rtCjhzA,5,0.6,three levels of amazing imaginative structures and toys,
226533,AbS54DB8-DUitOTzMabFiw,FCJHirFzEtj4M1VcuaKieg,fMj52DIjERv2kB2rtCjhzA,5,0,lots of thought went into this place,
226534,AbS54DB8-DUitOTzMabFiw,FCJHirFzEtj4M1VcuaKieg,fMj52DIjERv2kB2rtCjhzA,5,0.00625,it really is a wonderland for the little ones,
226535,Do1mWX3icFx-7MSOBtvCfg,FCJHirFzEtj4M1VcuaKieg,CsdUVf3SbS03xGpD-_TaOg,5,0.125,i just went for the first time last weekend with my son who is one,
226536,Do1mWX3icFx-7MSOBtvCfg,FCJHirFzEtj4M1VcuaKieg,CsdUVf3SbS03xGpD-_TaOg,5,0.357142857,they have a special area for children three and under so we went in there,
226537,Do1mWX3icFx-7MSOBtvCfg,FCJHirFzEtj4M1VcuaKieg,CsdUVf3SbS03xGpD-_TaOg,5,-0.171527778,they have this platform in one corner on which my son was playing and he was accidentally knocked down by another little boy wanting to play,
226538,Do1mWX3icFx-7MSOBtvCfg,FCJHirFzEtj4M1VcuaKieg,CsdUVf3SbS03xGpD-_TaOg,5,-0.6,he ended up faceplanting the wooden floor and had a horrible bloody nose,
226539,Do1mWX3icFx-7MSOBtvCfg,FCJHirFzEtj4M1VcuaKieg,CsdUVf3SbS03xGpD-_TaOg,5,0.181944444,"it was his first, so i was obviously a little freaked out, but the staff responded so much better than i would have even expected! within minutes, they had medical personnel ready to check him out, the director came in and apologized, making sure both my son and myself were ok, an employee rushed to get ice for him and cleaned up the blood without a second thought",
226540,Do1mWX3icFx-7MSOBtvCfg,FCJHirFzEtj4M1VcuaKieg,CsdUVf3SbS03xGpD-_TaOg,5,0.4,i really appreciate the way they reacted and honestly the way they comforted both of us,
226541,Do1mWX3icFx-7MSOBtvCfg,FCJHirFzEtj4M1VcuaKieg,CsdUVf3SbS03xGpD-_TaOg,5,-0.116666667,the only bad side is they charge full price for anyone over the age of one,
