,review_id,business_id,user_id,stars,blob_polarity,review,label
246524,21ZiLLP9WbVWePdCkKFtbg,FQxnLcspfNWXVhZonhonGQ,FuDlYMar9QLhsS331Ppgng,5,0,there i met robert johnson,
246525,21ZiLLP9WbVWePdCkKFtbg,FQxnLcspfNWXVhZonhonGQ,FuDlYMar9QLhsS331Ppgng,5,0,robert i owe you a lot,
246526,21ZiLLP9WbVWePdCkKFtbg,FQxnLcspfNWXVhZonhonGQ,FuDlYMar9QLhsS331Ppgng,5,-0.025,thank you so much for your information and encouragement in finding my past,
246527,21ZiLLP9WbVWePdCkKFtbg,FQxnLcspfNWXVhZonhonGQ,FuDlYMar9QLhsS331Ppgng,5,0.5,robert has a wealth of knowledge and took the time to talk to me and answer as many questions as he could about the memorial dedicated to the wwii internees,
246528,21ZiLLP9WbVWePdCkKFtbg,FQxnLcspfNWXVhZonhonGQ,FuDlYMar9QLhsS331Ppgng,5,0,the museum is open until 4 pm and it is five dollars for adults and there are student discounts,
246529,21ZiLLP9WbVWePdCkKFtbg,FQxnLcspfNWXVhZonhonGQ,FuDlYMar9QLhsS331Ppgng,5,0,please note: no photography or food is allowed,
246530,21ZiLLP9WbVWePdCkKFtbg,FQxnLcspfNWXVhZonhonGQ,FuDlYMar9QLhsS331Ppgng,5,0,the photographs are a collect from the 1970s and beyond capturing life in the gila river reservation,
246531,21ZiLLP9WbVWePdCkKFtbg,FQxnLcspfNWXVhZonhonGQ,FuDlYMar9QLhsS331Ppgng,5,0.1,there are also outside exhibits which have very informative explanations,
246532,21ZiLLP9WbVWePdCkKFtbg,FQxnLcspfNWXVhZonhonGQ,FuDlYMar9QLhsS331Ppgng,5,0,although there is no japanese american internment exhibit they are working on it with the local/national jacl chapter (japanese american citizens league),
246533,21ZiLLP9WbVWePdCkKFtbg,FQxnLcspfNWXVhZonhonGQ,FuDlYMar9QLhsS331Ppgng,5,-0.291666667,the place can be hard to find,
246534,21ZiLLP9WbVWePdCkKFtbg,FQxnLcspfNWXVhZonhonGQ,FuDlYMar9QLhsS331Ppgng,5,0,it is red and looks triangular,
