,review_id,business_id,user_id,stars,blob_polarity,review
269003,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.7,loved it
269004,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.7,i laughed at myself on the video time and time again
269005,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.7,i showed said video to friends -- they laughed
269006,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,-0.6,they still think i'm crazy
269007,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,1,"truth be told, this is some of the best customer service i've had in awhile"
269008,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.333333333,any hesitations i had were quickly set aside with the humor and kindness the staff showed
269009,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,-0.25,we even had a small glitch with pricing as i was initially charged the wrong amount
269010,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.166666667,it was quickly taken care of and everyone was all smiles the entire time
269011,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.166666667,i scheduled a time in person at the main counter
269012,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0,you aren't charged to hold the reservation - just when you check in to to jump
269013,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0,i waited around for a bit for some friends to arrive and chatted with alexa (sp?)
269014,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.55,she was adorable and her demeanor and candid personality set me at ease
269015,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.333333333,i was lucky that she was the one who took me up to jump
269016,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.55,everyone i encountered from checking in to paying to getting harnessed into the world most unflattering jumpsuit to the jump itself were amazing
269017,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.5,i think i would have been more scared to jump had the personalities and customer service of the staff been sub par
269018,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.5,they set me at ease and made me feel safe
269019,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.266666667,it was a great experience and i would go back and do it again on my next visit
269020,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.265625,i'm defiantly glad i did it at night though because i cannot imagine how hot it would have been in that suit and in the little cage/room area at the top level where you jump
269021,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0,avoid the heat and do it at night
269022,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.25,"besides, the lights make the jump a whole lot easier to stomach!"
269023,AYSxVxWCdoraGby65SlQyQ,utSuiRS-hZnmHoPHdjw6dA,OaFcpi3W4AwxrD8W2pgC_A,5,0,went here and jumped off from the stratosphere on my sister's birthday
269024,AYSxVxWCdoraGby65SlQyQ,utSuiRS-hZnmHoPHdjw6dA,OaFcpi3W4AwxrD8W2pgC_A,5,0.65,it was a great and memorable experience
269025,AYSxVxWCdoraGby65SlQyQ,utSuiRS-hZnmHoPHdjw6dA,OaFcpi3W4AwxrD8W2pgC_A,5,0.255208333,"i enjoyed the view and that little ""oops!"" moment when i stopped and started swinging close to the glass panels (in front of top of the world restaurant) which added to the thrill"
269026,AYSxVxWCdoraGby65SlQyQ,utSuiRS-hZnmHoPHdjw6dA,OaFcpi3W4AwxrD8W2pgC_A,5,0.29375,855 ft above the strip? oh yes! such great fun! 
269027,AYSxVxWCdoraGby65SlQyQ,utSuiRS-hZnmHoPHdjw6dA,OaFcpi3W4AwxrD8W2pgC_A,5,0,you'll get a certificate after your jump and for $$ you can get souvenir photos and video
269028,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0,i am a thrill seeker
269029,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.5,i love roller coasters
269030,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.2,i have bungee jumped and i did terminal velocity at wisconsin dells which is a 100-foot free fall into a net
269031,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0,"that being said, i was scared about doing this"
269032,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0,just the sheer height - 108 stories is daunting
269033,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0,one of my traveling companions suggested doing it a couple months ago
269034,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0,my initial reaction was no way
269035,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.5,then i saw the youtube videos and thought ok
269036,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0,then the day came and got there and initially decided not to
269037,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,-0.1,buddy did it and heard him and others talk about it being fun and not all that scary once you let yourself off the platform
269038,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.4,"agreed, gotta psyche yourself up to jump but once you jump, you will enjoy it"
269039,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.3,taking the plunge on this ride was definitely worth it
269040,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.25,scariest parts are standing on the platform waiting and at the end when you feel like you are coming in hot
269041,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.5,"although it is a controlled fall, it was still an enjoyable rush"
269042,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0,"if you are thinking about doing it but have reservations, go ahead and do it"
269043,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,-0.1,you will not have any regrets
269044,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.475,a pretty good time that might cause you to evacuate your bladder
269045,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.321428571,the first thing i can say for skyjump is it certainly felt safe
269046,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.05,my harness was adjusted by attentive employees at least three times
269047,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,-0.066666667,these guys are serious about how they do this and it really shows
269048,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0,"so if you're worried about actually falling to your death, allow me to comfort you on this aspect"
269049,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.214285714,the view and the jump experience certainly is motivating
269050,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.016666667,for the first few seconds it definitely feels like freefall
269051,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.075,"even once the ropes start to slow you it's still pretty damn exciting: however, the least exciting part of it is how much the harness pulls you by the groin"
269052,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.044444444,"not pleasant, and could have been avoided with a different harness, but it's not awful"
269053,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,-0.116666667,"recommended for thrill seekers with a decent amount of money to blow, $110 bucks for a 10 minute experience and a 1 minute jump is not a great value"
269054,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.05,"you will also have something to talk about if you ever run into ronnie from the jersey shore, because apparently he did this too (they have pictures) but when is that going to happen"
269055,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0,and why would you want to do that anyways
