,review_id,business_id,user_id,stars,blob_polarity,review,label
287001,v1VhJ8xYulv-dhaHwXmuPw,ENez40nj7Ze77A05bvWxCQ,ckNi88QZoXRfgl9nSdXtbA,5,0,need something? turns out the mailman saw the letter in my hand and just wanted to save me the trip to mail it,
287002,v1VhJ8xYulv-dhaHwXmuPw,ENez40nj7Ze77A05bvWxCQ,ckNi88QZoXRfgl9nSdXtbA,5,0.516666667,as i gave it to him i noticed his smile and pleasant demeaner,
287003,v1VhJ8xYulv-dhaHwXmuPw,ENez40nj7Ze77A05bvWxCQ,ckNi88QZoXRfgl9nSdXtbA,5,1,i want to thank orlando for his kindness and excellent service,
287004,v1VhJ8xYulv-dhaHwXmuPw,ENez40nj7Ze77A05bvWxCQ,ckNi88QZoXRfgl9nSdXtbA,5,0.3,i know you will be and already are a success,
287005,xBJ-ZU1zArbImKm6GtKmDQ,ENez40nj7Ze77A05bvWxCQ,#NAME?,1,-1,worst telephone service line ever!  i called 480-483-1229 five times over a two day period and never once did they answer,
287006,xBJ-ZU1zArbImKm6GtKmDQ,ENez40nj7Ze77A05bvWxCQ,#NAME?,1,-0.32,"it kept ringing for 1:30, then it went to the fax number -- that annoying high pitched tone",
287007,xBJ-ZU1zArbImKm6GtKmDQ,ENez40nj7Ze77A05bvWxCQ,#NAME?,1,0,"on the third day, someone finally answered, then put me on hold immediately for 13 minutes",
287008,xBJ-ZU1zArbImKm6GtKmDQ,ENez40nj7Ze77A05bvWxCQ,#NAME?,1,0,so i finally hung up,
287009,xBJ-ZU1zArbImKm6GtKmDQ,ENez40nj7Ze77A05bvWxCQ,#NAME?,1,0.136363636,"oh, by the way, the reason for my call was because they forwarded a package from their scottsdale office to kentucky instead of to my new address (on file with them) in phoenix",
287010,QkrSTAdYVD5E7-xtklbZEw,ENez40nj7Ze77A05bvWxCQ,9YPkhJA2qLoL4G8CljEvtA,5,0.354166667,super friendly service,
287011,QkrSTAdYVD5E7-xtklbZEw,ENez40nj7Ze77A05bvWxCQ,9YPkhJA2qLoL4G8CljEvtA,5,0,when the line starts to build up they open another checkout,
287012,QkrSTAdYVD5E7-xtklbZEw,ENez40nj7Ze77A05bvWxCQ,9YPkhJA2qLoL4G8CljEvtA,5,0.25,always willing to help everybody in lobby evanescence after they close,
287013,QkrSTAdYVD5E7-xtklbZEw,ENez40nj7Ze77A05bvWxCQ,9YPkhJA2qLoL4G8CljEvtA,5,0.2,staff is very knowledgable about shipping options,
287014,QkrSTAdYVD5E7-xtklbZEw,ENez40nj7Ze77A05bvWxCQ,9YPkhJA2qLoL4G8CljEvtA,5,0,will continue to use this post office,
287015,AKw0uh4zVyn8ZVdJYmpQBA,ENez40nj7Ze77A05bvWxCQ,Z4atfcVs9RezgdF7fh_LVw,1,0,i'm having the same experience now as tom g,
287016,AKw0uh4zVyn8ZVdJYmpQBA,ENez40nj7Ze77A05bvWxCQ,Z4atfcVs9RezgdF7fh_LVw,1,0,can't get anyone to answer the phone,
287017,AKw0uh4zVyn8ZVdJYmpQBA,ENez40nj7Ze77A05bvWxCQ,Z4atfcVs9RezgdF7fh_LVw,1,0,"i've asked my mail carrier to let me know when i have a package (it goes to my apartment office, and the carrier is supposed to leave a notice in my box so i know it's there, but they never  do)",
287018,AKw0uh4zVyn8ZVdJYmpQBA,ENez40nj7Ze77A05bvWxCQ,Z4atfcVs9RezgdF7fh_LVw,1,-0.125,it's unbelievable that they can't stick a simple slip of paper in my mailbox to let me know there's a package at the office for me,
