,review_id,business_id,user_id,stars,blob_polarity,review
275002,nxr1wwjLnjEVHhu8O8uaBw,ovd7_Dr8y_Q-H1_LxXDi_g,#NAME?,4,-0.1,any longer and my bank account would be empty
275003,q3RnzkvzIvP1ltnugW_KBw,ovd7_Dr8y_Q-H1_LxXDi_g,7_IZ1n-2Iest0GzLaUm3kw,4,0.7,"the kids had a good time, i had a good time"
275004,q3RnzkvzIvP1ltnugW_KBw,ovd7_Dr8y_Q-H1_LxXDi_g,7_IZ1n-2Iest0GzLaUm3kw,4,0,there are food options at the lodge to where you don't have to leave while you are there
275005,q3RnzkvzIvP1ltnugW_KBw,ovd7_Dr8y_Q-H1_LxXDi_g,7_IZ1n-2Iest0GzLaUm3kw,4,0,my family opted to eat out because it was cheaper
275006,q3RnzkvzIvP1ltnugW_KBw,ovd7_Dr8y_Q-H1_LxXDi_g,7_IZ1n-2Iest0GzLaUm3kw,4,-0.1,my only complaint is that there isn't enough handicap parking
275007,q3RnzkvzIvP1ltnugW_KBw,ovd7_Dr8y_Q-H1_LxXDi_g,7_IZ1n-2Iest0GzLaUm3kw,4,0.233333333,with my mom being disabled that was a huge problem not being able to park and then unload her wheelchair
275008,q3RnzkvzIvP1ltnugW_KBw,ovd7_Dr8y_Q-H1_LxXDi_g,7_IZ1n-2Iest0GzLaUm3kw,4,0,we would have to unload her at the entrance then go drive around for regular parking
275009,q3RnzkvzIvP1ltnugW_KBw,ovd7_Dr8y_Q-H1_LxXDi_g,7_IZ1n-2Iest0GzLaUm3kw,4,0,while the rooms are quite pricey i would return
275010,q3RnzkvzIvP1ltnugW_KBw,ovd7_Dr8y_Q-H1_LxXDi_g,7_IZ1n-2Iest0GzLaUm3kw,4,0.3,it's well worth it if you can find someone else to go with to split the cost
275011,wxt_yF0BeP1XOTCrlzTc2w,ovd7_Dr8y_Q-H1_LxXDi_g,tQv7vqVh6ooBD8FQ7q-McQ,5,0,my family stayed here for 2 nights with water park passes
275012,wxt_yF0BeP1XOTCrlzTc2w,ovd7_Dr8y_Q-H1_LxXDi_g,tQv7vqVh6ooBD8FQ7q-McQ,5,0.216666667,"my kids are 4, 2 years old, and me at 31weeks pregnant"
275013,wxt_yF0BeP1XOTCrlzTc2w,ovd7_Dr8y_Q-H1_LxXDi_g,tQv7vqVh6ooBD8FQ7q-McQ,5,0.5,we had so many things we all could do
275014,wxt_yF0BeP1XOTCrlzTc2w,ovd7_Dr8y_Q-H1_LxXDi_g,tQv7vqVh6ooBD8FQ7q-McQ,5,0.294047619,"the kids had a designated water park area, we experienced our first mini golf game (my kids played for free), my husband tried the rope courage, we took advantage of their large arcade, and my children got their interactive wands that activated cute chests and sculptures around the hotel"
275015,wxt_yF0BeP1XOTCrlzTc2w,ovd7_Dr8y_Q-H1_LxXDi_g,tQv7vqVh6ooBD8FQ7q-McQ,5,0.466666667,i love how parking was free and the hotel itself was so close to many shopping malls & restaurants
275016,wxt_yF0BeP1XOTCrlzTc2w,ovd7_Dr8y_Q-H1_LxXDi_g,tQv7vqVh6ooBD8FQ7q-McQ,5,0.6,"honestly, i didn't want to leave"
275017,wxt_yF0BeP1XOTCrlzTc2w,ovd7_Dr8y_Q-H1_LxXDi_g,tQv7vqVh6ooBD8FQ7q-McQ,5,0,we will be back
275018,DAo-bhbAfO23jP9GRTIW1Q,ovd7_Dr8y_Q-H1_LxXDi_g,v1onzNUhsJgT-h28HwIxbA,3,0.266666667,kudos to jason at great wolf lodge for following up and following through to rectify this matter
275019,fyExEoQaFn-vG7vqSj8CCQ,ovd7_Dr8y_Q-H1_LxXDi_g,x7RxGxHDMrRIYvDMVmjs1w,5,0.5375,had a great first time visit! we went for my daughters tenth birthday and couldn't have had a better time
275020,fyExEoQaFn-vG7vqSj8CCQ,ovd7_Dr8y_Q-H1_LxXDi_g,x7RxGxHDMrRIYvDMVmjs1w,5,0.441666667,"the kids had an absolute blast, the staff was super friendly and everyone made sure to say happy birthday to her"
275021,fyExEoQaFn-vG7vqSj8CCQ,ovd7_Dr8y_Q-H1_LxXDi_g,x7RxGxHDMrRIYvDMVmjs1w,5,0.5,it offered so much more than i anticipated
275022,fyExEoQaFn-vG7vqSj8CCQ,ovd7_Dr8y_Q-H1_LxXDi_g,x7RxGxHDMrRIYvDMVmjs1w,5,0,it was like a mini resort
275023,fyExEoQaFn-vG7vqSj8CCQ,ovd7_Dr8y_Q-H1_LxXDi_g,x7RxGxHDMrRIYvDMVmjs1w,5,0.7,kids loved the log cabin inside the room that they got to stay in
275024,fyExEoQaFn-vG7vqSj8CCQ,ovd7_Dr8y_Q-H1_LxXDi_g,x7RxGxHDMrRIYvDMVmjs1w,5,0.4,"great experience, we will be back!"
275025,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0.2,after my family and i stayed here this week i noticed alot i don't really like
275026,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0.25,first the biggest problem
275027,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0,all water or any drinks you drink at this location has a algae taste to it
275028,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0,the water in the room is the same
275029,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0,all the ice in the building has this taste also
275030,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0,we tried sodas and teas in their restaurant they also have a algae taste in them
275031,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,-0.5,when we asked the server they told us sorry we get alot of complaints about it
275032,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0.1,wow
275033,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,-0.125,so my other problem is this
275034,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0,they close water park at 9
275035,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0,cmon gwl
275036,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0.229427083,this is why people pay you so much to stay there!!!! maybe 11 makes alot more sense? well at least to your customers
275037,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0,also i beleive they could keep one snack bar open all night
275038,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0,just my opionin
275039,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0.1,i hated leaving there when they do such a great job of having most things you want there in house
275040,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0.1,but they close everything to early
275041,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0,so you have to leave to go get things
275042,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,-0.35,sadly i think we as guests and they as a business are missing out
275043,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,0.5,for the price you pay to be here i also believe the put put golf should be alot cheaper as well as a wand for magic quest
275044,X5GTr-8O7vTomOh_WJgJ7g,ovd7_Dr8y_Q-H1_LxXDi_g,CvHO6qVQSrNUn_T53ZDwrA,2,-0.25,they are expensive all around here so be warned you will spend alot of extra money once your here
275045,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0.7,good:
275046,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,ton of stuff for the kids to do
275047,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0.4,free dance party and bedtime story
275048,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,-0.7,bad:
275049,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,food selection and cost - with the exception for the cost of the pizza
275050,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,-0.322222222,the pizza place should have some pizzas ready to go as it took almost half an hour to get pizza and pasta (pasta was terrible)
275051,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0.2,no place to store your luggage while waiting on your room to be ready
275052,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0.25,had to leave it in the car and the car was hot and we had some items melt
275053,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,beverage cost
275054,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,room was much smaller than pictured
275055,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0.1875,i know i ordered a room with 2 beds plus the bunk beds and when i got there they gave me a room with only 1 bed plus the bunk beds and i called (took forever to get a person on the phone) and they said they were sold out of the room i wanted so they gave me a handicap accessible room
275056,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,what the heck?!? so basically i had to share a twin bunk bed with one of the kids
275057,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0.125,i was really upset over this as i paid for an booked something i didn't get!  they simply did not care that i didn't get the room i booked
275058,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,-0.5,bunk beds were so uncomfortable
275059,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,i think there was a board instead of a mattress!  2 days later and my back is still killing me!
275060,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,room coffee was not drinkable
275061,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,-0.25,towels were small and scratchy
275062,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,$2 
275063,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,50 for the bottled water in the room
275064,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0.2,as much as you pay for the room they should give you a couple of bottles of water
275065,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,the check-in line when we got there took us almost an hour to get through
275066,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0.082142857,lines for the large slides took a long time to get through
275067,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,-0.1875,people that work there were not friendly
275068,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0.311904762,not a single one went out of their way to smile or say something nice
275069,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0.083333333,$20 ($10 refunded if you return the key) for a locker key?! really?!
275070,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,not enough included with the cost of the room
275071,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,everything was an additional charge
275072,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,-0.143434343,calling the front desk and getting a live person was something that was near impossible
275073,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0,i lost my car key fob and called and the person who handles that (one person) does not work on mondays and i left a message that she would get back to me in 72 hours
275074,xEtpyr2V0Ci8kYxr411Dkw,ovd7_Dr8y_Q-H1_LxXDi_g,Gk7iYCzZ3H2nwb5kB_PTBA,2,0.357142857,"just lacked the ""going out of their way to make you feel special and thank you for your stay with us"" feel"
275075,7ATd-xElGAKrpbSDO8hVXg,ovd7_Dr8y_Q-H1_LxXDi_g,_WH5Yd_1NcbyFCHbGkcYmA,5,0.3,"we had so much fun, we are going again next year! it was great for my three year old; they had story time and character walks"
275076,7ATd-xElGAKrpbSDO8hVXg,ovd7_Dr8y_Q-H1_LxXDi_g,_WH5Yd_1NcbyFCHbGkcYmA,5,0.8,the staff treated us great
275077,7ATd-xElGAKrpbSDO8hVXg,ovd7_Dr8y_Q-H1_LxXDi_g,_WH5Yd_1NcbyFCHbGkcYmA,5,0,you wear wrist bracelets for your room key
275078,7ATd-xElGAKrpbSDO8hVXg,ovd7_Dr8y_Q-H1_LxXDi_g,_WH5Yd_1NcbyFCHbGkcYmA,5,0,also can use your bracelet to buy stuff to charge to your room
275079,7ATd-xElGAKrpbSDO8hVXg,ovd7_Dr8y_Q-H1_LxXDi_g,_WH5Yd_1NcbyFCHbGkcYmA,5,-0.6,"(according to staff, just too afraid to use; could be financially dangerous)"
275080,7ATd-xElGAKrpbSDO8hVXg,ovd7_Dr8y_Q-H1_LxXDi_g,_WH5Yd_1NcbyFCHbGkcYmA,5,0.5,"we stayed in the kid kamp room, which my son enjoyed (as well as my wife and i)"
275081,7ATd-xElGAKrpbSDO8hVXg,ovd7_Dr8y_Q-H1_LxXDi_g,_WH5Yd_1NcbyFCHbGkcYmA,5,0,would recommend!
275082,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,-0.2,please don't waste your time or money
275083,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,-0.7,the room is so bad
275084,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,our bed linens are ripped
275085,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,still food around couch
275086,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,tiny double bed
275087,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,-0.65,bunks very uncomfortable
275088,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.273809524,i am 100% certain a super 8 motel is nicer
275089,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,it's a money pit
275090,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,$399 for room plus $70 tax
275091,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,$20 to rent a locker
275092,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.5,$13 more per person to do the rope climb by the pool
275093,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.5,$5 more a head for mini golf that is pitiful
275094,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,only 5 slides
275095,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,the arcade has no prices but takes credit cards at each thing
275096,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.8,lol
275097,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,-0.3,"for close to $500 a night, at least include all the activities"
275098,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,story time is for toddlers btw
275099,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.25,we walked by and even the toddlers weren't interested
275100,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.13,it's very loud in the water park from echoes
275101,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,i was warned of that
275102,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.35,i have no idea how much the magic wands are
275103,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,go follow a kid and see what they do before you buy one
275104,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,omg
275105,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.8,lol
275106,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.2,they open a plastic trunk with light up plastic inside
275107,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.25,none of the kids we saw were interested but rather looked tortured to have to do the activity
275108,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,1,"my boys ages 7 and 10 said the water park was awesome but they were ""done"" in 3 hours"
275109,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,i guess i don't get it
275110,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.5,most of our friends love it here
275111,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.4,"for one night @$500 plus food and activities, you could have a lot more fun somewhere else"
275112,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.7,"good news, there is a bonefish grill about 20 minutes away"
275113,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,mmm
275114,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,and you can get out of this place
275115,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.15,***let me add that all night long the cheap ac/heat unit in the room switched back and forth from blowing stinky hot heat to ac
275116,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,no one could sleep
275117,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,it was either off or auto
275118,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,-0.0875,"no ""cool"" only setting"
275119,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.25,"tried off, then got hot"
