,review_id,business_id,user_id,stars,blob_polarity,review,label
201524,com0WRAPHKpMhCSFWKXtMg,gGfK9Qq9gSQf_4gr5aS4IA,xp8nZb9fFj6B_jtDeHFAsA,4,0,they had everything from personal belongings of the passengers to actual pieces of the ship,
201525,com0WRAPHKpMhCSFWKXtMg,gGfK9Qq9gSQf_4gr5aS4IA,xp8nZb9fFj6B_jtDeHFAsA,4,0.75,it was amazing to learn about!,
201526,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,-0.15,i wanted to go to this exhibit the last time we stayed here in late 2010,
201527,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0,i was worried by the time we came back it would be gone,
201528,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,-0.25,"well, worry no more",
201529,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0,"they have this exhibit for ten years and it started in 2008, so folks, you still have time",
201530,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0,"it was pricey about $35 per person, that's if you don't by the earphones to give you the guided tour",
201531,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0,"we both elected not too, i like to read the descriptions in front of me rather than have someone tell me about",
201532,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0.6,"that way i can go at my own pace, etc",
201533,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0.225,"a good tip is look through the coupon booklet they give you at check in, usually there is a coupon for whatever exhibit there is ongoing",
201534,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0.25,we managed to get $5 off per person bringing our grand total to $60,
201535,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0.519047619,"they of course offer special deals if you buy three exhibits, which is a good deal but often we don't know if we are going to want to tour that many exhibits in one trip",
201536,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,-0.0625,we've done that on other trips but this trip this was the only thing that i saw,
201537,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0.35,the point of the whole dialogue is be sure you look around for a deal before committing to full price,
201538,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0,"upon entry, they take your picture",
201539,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0.35,"ok, i some events i can see this but who really buys these at a museum type of an event",
201540,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,-0.071428571,"if you are a single, you can opt out of this but anymore than one they want to document your visit",
201541,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0,they also will hand you a card with a passengers name on it,
201542,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0,at the end of the tour you can look and see if your passenger made it through and survived,
201543,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0,there is an actual part of the ship included in this tour,
201544,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0.107142857,they refer to it as the big piece and it has been preserved and it gives you an idea of how large this cruise ship was,
201545,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,0.183333333,"it was odd going through this when our own, modern day titanic was playing out in the world news near italy",
201546,KEz8F4weQk-74iWnNYGviQ,gGfK9Qq9gSQf_4gr5aS4IA,nUHHk3cmr4ia7u36YMZTtw,4,-0.291666667,might make it a hard sell for some cruise goers for a while,
